arquivo,classe,WMC,DIT,NOC,RFC,CBO,LCOM
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorNoSetOutputWithTransformNoFeatureNamesOut,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorWithSetOutputNoAutoWrap,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,AnotherMixin,1,1,0,3,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorWithSetOutputIndex,3,1,0,7,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorReturnTuple,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorWithListInput,3,1,0,7,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_tags.py,NoTagsEstimator,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_tags.py,MoreTagsEstimator,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_testing.py,TestWarns,1,1,0,4,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_testing.py,Klass,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_testing.py,MockEst,5,1,0,5,0,10
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_testing.py,MockMetaEstimator,5,1,0,9,1,10
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_testing.py,RegistrationCounter,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_validation.py,DummyMemory,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_validation.py,WrongDummyMemory,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_validation.py,PassthroughTransformer,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,Interval,2,1,0,9,0,1
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,BaseLink,2,1,5,2,0,1
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,IdentityLink,1,2,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,LogLink,2,2,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,LogitLink,2,2,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,HalfLogitLink,2,2,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\_loss\link.py,MultinomialLogit,3,2,0,8,0,3
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,BaseLoss,11,1,11,27,0,49
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfSquaredError,1,2,0,5,1,0
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,AbsoluteError,2,2,0,8,1,1
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,PinballLoss,2,2,0,10,1,1
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HuberLoss,2,2,0,14,1,1
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfPoissonLoss,2,2,0,8,1,1
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfGammaLoss,2,2,0,8,1,1
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfTweedieLoss,2,2,0,14,2,0
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfTweedieLossIdentity,1,2,0,7,1,0
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfBinomialLoss,3,2,0,12,1,3
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,HalfMultinomialLoss,5,2,0,23,1,9
clones/scikit-learn/scikit-learn\sklearn\_loss\loss.py,ExponentialLoss,3,2,0,12,1,3
